위도,경도
35.0926758,129.0570719
35.080729,129.0692473
35.093559,129.036622
35.090177,129.058264
35.094273,129.057681
35.17370989,129.1400097
35.17172782,129.136074
35.17492939,129.1397304
35.16372978,129.1392446
35.16424631,129.1399104
35.16524206,129.1404183
35.16789416,129.1430679
35.16878735,129.1410716
35.16813347,129.1415893
35.16393009,129.1380729
35.16527063,129.1392991
35.1651341,129.1394398
35.15951478,129.143653
35.16668917,129.1370247
35.15703494,129.1447158
35.15526537,129.1431105
35.15541001,129.1468771
35.15777357,129.1495225
35.1556005,129.1419
35.1613658,129.1423618
35.16235644,129.1443624
35.16160006,129.1461848
35.160865,129.1476562
35.16029044,129.1483616
35.15958271,129.1479016
35.16200283,129.1625451
35.16360757,129.1643901
35.16394494,129.1639888
35.1642231,129.1650574
35.16542016,129.1643062
35.16483293,129.1635075
35.16473674,129.1631988
35.16371822,129.1631952
35.16386748,129.1626705
35.16212196,129.1679581
35.16618763,129.1651075
35.16492835,129.166703
35.16245426,129.1699496
35.16280161,129.1685167
35.17015607,129.1686
35.17028786,129.1698863
35.19637151,129.1293457
35.20017944,129.1304837
35.2021452,129.1355645
35.20895965,129.1171758
35.20891954,129.1176145
35.20884226,129.1181736
35.20903627,129.1186375
35.20980093,129.1188018
35.20903309,129.1199554
35.21137407,129.1192627
35.20704749,129.1192582
35.20467811,129.1181494
35.21781497,129.1389903
35.20447043,129.1133034
35.2046948,129.1114505
35.21715092,129.1377179
35.21729055,129.1372475
35.20654223,129.1173623
35.20705301,129.1176878
35.20859601,129.1165338
35.20586685,129.1114226
35.22021852,129.150744
35.22027027,129.1500417
35.22095477,129.1491507
35.22427889,129.1521964
35.22477201,129.149633
35.22103114,129.152491
35.2221602,129.1512987
35.22105226,129.1292376
35.22838464,129.1488821
35.22818734,129.1497252
35.22717992,129.1495022
35.22579557,129.1500539
35.22215106,129.1503649
35.222483,129.128793
35.22204855,129.1296908
35.22353467,129.1470451
35.22698151,129.1485657
35.22840498,129.1467403
35.22244938,129.1195468
35.22874862,129.161729
35.22779618,129.1623526
35.23001084,129.1588798
35.23268538,129.1582038
35.23332095,129.1586633
35.23029233,129.1586641
35.23216715,129.1482764
35.2326268,129.1463823
35.23108746,129.1490191
35.233305,129.155888
35.23202256,129.1555
35.22943955,129.1573557
35.22677578,129.1606683
35.22947373,129.1594324
35.23455186,129.1439375
35.23420099,129.1438667
35.18891375,129.1287373
35.18582528,129.1274209
35.18693752,129.1270411
35.18493149,129.1275733
35.18277491,129.1278179
35.18147974,129.1275146
35.18262868,129.1241599
35.18175931,129.1255642
35.18144846,129.1250658
35.182021,129.126501
35.1780665,129.1271929
35.17869216,129.1267953
35.1720828,129.1781233
35.17018425,129.182399
35.19157464,129.1823249
35.19105439,129.1820648
35.19071223,129.1820269
35.16867828,129.1806208
35.16466581,129.1779832
35.17309627,129.1665564
35.17922616,129.1711673
35.17671338,129.1672229
35.17388872,129.1657005
35.17304838,129.1640418
35.17210885,129.1642589
35.17133673,129.1639405
35.17235666,129.1647345
35.16687229,129.1660832
35.17659159,129.1807024
35.17903451,129.1769831
35.17508436,129.1836666
35.17937598,129.1761647
35.18368043,129.2040699
35.18275278,129.199456
35.182208,129.1992391
35.18401024,129.2008139
35.18219886,129.1992978
35.1790614,129.197206
35.17150354,129.1976439
35.17017295,129.1972951
35.18076133,129.2030277
35.18082999,129.2042803
35.18468883,129.2041836
35.18861824,129.2042416
35.19080432,129.2046692
35.19283821,129.2058961
35.19055906,129.2057636
35.18013056,129.2012508
35.20993303,129.1249649
35.21123174,129.1239175
35.2103084,129.1253106
35.21122278,129.1258504
35.21251497,129.1264723
35.21186914,129.1271004
35.2094081,129.1232554
35.20173684,129.1242807
35.19734622,129.1234075
35.19650194,129.1201675
35.217974,129.129702
35.19841585,129.1169214
35.19930932,129.1168018
35.19904804,129.1177646
35.19945436,129.119637
35.19958086,129.1215495
35.19990249,129.1189404
35.20729121,129.1221389
35.19770342,129.1334272
35.18537642,129.1243185
35.18544722,129.1225189
35.18704308,129.122475
35.18431238,129.1233926
35.19015679,129.1171815
35.18990766,129.117804
35.19025916,129.1178088
35.18980434,129.1192299
35.18904364,129.1186376
35.19014915,129.1189821
35.17899174,129.1236596
35.18740521,129.1223043
35.18867414,129.1244628
35.18962111,129.1253763
35.18881633,129.1256506
35.19002075,129.1260186
35.19080266,129.1243275
35.19195773,129.1222462
35.19147847,129.1233815
35.19303772,129.1253356
35.19074926,129.1271596
35.18819837,129.1232814
35.18979467,129.1241599
35.18856169,129.1220128
35.19228335,129.1269722
35.19084591,129.125492
35.19135726,129.1247853
35.1901923,129.125988
35.19164766,129.1284458
35.19278239,129.1314482
35.19116063,129.1313708
35.19041107,129.1266938
35.18977389,129.132186
35.19170613,129.129907
35.16947949,129.1695893
35.17221061,129.1695955
35.16776387,129.1726931
35.16455641,129.1688162
35.16735915,129.1725995
35.16393813,129.1712332
35.17483896,129.1818605
35.17470673,129.1813
35.15864108,129.1709157
35.15983952,129.1718878
35.16450637,129.1683984
35.16305411,129.1647663
35.16258963,129.1717955
35.16270865,129.1734657
35.16255572,129.1743635
35.16358278,129.1753442
35.16364606,129.1734682
35.16295638,129.1795062
35.16030816,129.1783923
35.15768067,129.1825471
35.17567198,129.1733118
35.17655678,129.1787258
35.17542181,129.1777214
35.1654412,129.1583571
35.16615906,129.1586966
35.16756611,129.1567187
35.17052571,129.1554544
35.16621228,129.1616062
35.06287334,129.013783
35.06455024,129.0137409
35.06513517,129.0134659
35.06619328,129.0126983
35.06342449,129.0151074
35.06318492,129.0156407
35.06249672,129.0177896
35.07049436,129.0182978
35.07096216,129.0174806
35.07155714,129.0159519
35.07195036,129.0161501
35.07291546,129.0157748
35.07426963,129.0154135
35.07674386,129.017281
35.07726612,129.017281
35.07735546,129.0216809
35.07807733,129.0201114
35.07728737,129.0158122
35.07824007,129.0161821
35.08039326,129.0202255
35.09856775,129.0206871
35.09803197,129.0214721
35.10139643,129.0175024
35.10674959,129.0125065
35.11777524,129.0117072
35.08990447,129.0235651
35.08883137,129.0235651
35.11710881,129.0181837
35.0984208,129.0145737
35.10371783,129.0166384
35.10142254,129.0187487
35.0998486,129.0143369
35.11743515,129.0126509
35.07541025,129.0159721
35.07139932,129.0174212
35.09941068,129.0157428
35.09074973,129.021516
35.10691055,129.0138834
35.11534818,129.017627
35.07098116,129.0161219
35.09257211,129.0172849
35.09733693,129.0207839
35.11443718,129.0257774
35.11421741,129.0262018
35.113817,129.0262018
35.11382567,129.0172736
35.11441703,129.0172619
35.11221239,129.0199887
35.11435118,129.0188351
35.11569408,129.0210969
35.11698878,129.0193302
35.11687318,129.0199941
35.11939209,129.0183102
35.11981077,129.018711
35.11988567,129.0191911
35.11928214,129.0175529
35.11914286,129.015742
35.11948072,129.0160179
35.10784301,129.0109147
35.10780978,129.0113964
35.10657408,129.0122214
35.10654922,129.0130674
35.108463,129.012849
35.109363,129.011223
35.1086644,129.011378
35.10939391,129.0095579
35.109581,129.012619
35.109378,129.013097
35.11105413,129.0135599
35.11190835,129.0135599
35.11204468,129.0157733
35.1117674,129.0148891
35.112243,129.015632
35.11072643,129.0133237
35.1107043,129.0159552
35.11090726,129.0165393
35.11097943,129.0167516
35.10889371,129.0175336
35.10902773,129.0179274
35.10853465,129.0183144
35.10855922,129.0177053
35.10855922,129.014397
35.11087988,129.0086381
35.11347903,129.0088466
35.11376139,129.0087746
35.11511933,129.0086193
35.11551307,129.0087869
35.11660912,129.0092087
35.11695234,129.0093794
35.11195881,129.0103096
35.115605,129.010698
35.115605,129.010797
35.114243,129.011006
35.11722849,129.0098995
35.113671,129.011758
35.11584711,129.0110325
35.11530484,129.0113438
35.11499442,129.0115862
35.11467908,129.0114732
35.1142618,129.0120727
35.11279841,129.0118481
35.1131679,129.012173
35.11355232,129.0120333
35.11414846,129.0123858
35.11530174,129.0126159
35.11588775,129.0131436
35.11371191,129.0130594
35.11344195,129.0134695
35.11166956,129.0136189
35.1121017,129.0134277
35.11252706,129.0136444
35.11276158,129.0142819
35.11266036,129.0145163
35.11293005,129.014773
35.1133116,129.014155
35.12068957,129.0120378
35.12089364,129.0125561
35.12089364,129.012828
35.12089364,129.013035
35.120592,129.013035
35.120676,129.014153
35.116721,129.0123797
35.10363575,129.0165882
35.10323477,129.0166397
35.10232301,129.016626
35.10669673,129.0172031
35.10374007,129.0194155
35.10597015,129.0199224
35.10561412,129.0181415
35.10466515,129.018197
35.10424099,129.0181252
35.10690393,129.0188313
35.10690393,129.0176031
35.1069271,129.0183054
35.1069345,129.0180775
35.10684464,129.0180621
35.10607977,129.0204822
35.10102844,129.0173047
35.108044,129.0200701
35.10997859,129.0212189
35.10966535,129.0214129
35.10864333,129.0219579
35.1103825,129.020992
35.10914215,129.0214439
35.10941662,129.0218455
35.11117267,129.0233233
35.11117267,129.023029
35.11014242,129.0239295
35.10895556,129.0237686
35.10910346,129.0241933
35.11190477,129.0254602
35.11267897,129.0185965
35.11296313,129.0175506
35.11274988,129.0169356
35.114263,129.0169356
35.11407459,129.0224519
35.11290138,129.0240636
35.1158845,129.0224308
35.11541941,129.023731
35.11406986,129.0255401
35.117584,129.019873
35.11500087,129.0252649
35.11475219,129.0254781
35.10045618,129.0172511
35.10074848,129.017232
35.09759853,129.0171982
35.10019443,129.0158674
35.10286394,129.0109722
35.10082957,129.011703
35.09795545,129.0113385
35.09481258,129.0191164
35.0940199,129.0193117
35.09385916,129.0194393
35.0944909,129.0200339
35.0954744,129.0205011
35.09607263,129.0207264
35.09693856,129.0191644
35.09659294,129.0197875
35.10129958,129.0207194
35.09907904,129.0207216
35.098484,129.021821
35.098561,129.022431
35.098443,129.022431
35.098763,129.022431
35.097881,129.023145
35.098236,129.023185
35.097847,129.022599
35.08988274,129.0214113
35.09181516,129.019231
35.08874916,129.0234577
35.09045348,129.0234998
35.09101017,129.0229741
35.08422595,129.0158427
35.08329858,129.0167671
35.08329858,129.022102
35.08703371,129.0232179
35.08390606,129.0196851
35.08347488,129.020683
35.08839058,129.0216156
35.08647654,129.0216123
35.08534445,129.0207599
35.0852559,129.0206656
35.08437499,129.0196659
35.08340055,129.0182211
35.08291938,129.0191915
35.08314297,129.019618
35.06195785,129.0131248
35.215809,128.9718533
35.22194372,128.9591687
35.16017727,128.9430472
35.153965,128.9435356
35.18054048,128.9540165
35.17855767,128.9538066
35.13076027,128.9339539
35.14064,129.0717
35.14314,129.0712
35.14571,129.0731
35.14557,129.0738
35.14143,129.0693
35.141,129.0684
35.13576,129.0838
35.13629,129.0837
35.11551,129.1156
35.1343,129.0949
35.13969,129.0903
35.13628,129.0938
35.1856229349,129.0746049931
35.1867942921,129.0743715505
35.1860444337,129.0748925447
35.1864350512,129.0749102716
35.1754151742,129.0939793036
35.1755055993,129.093435052
35.1924823057,129.0931595056
35.1888281989,129.1030971848
35.1983170321,129.0775485137
35.1978663466,129.0773815793
35.1922274911,129.088488151
35.1926914407,129.0803166189
35.1805159886,129.0698562191
35.1805074835,129.0700585117
35.1803529316,129.0709229057
35.1810679279,129.0708586187
35.1811805555,129.0708332679
35.1797703487,129.0714329928
35.1928129056,129.0658518654
35.1878038008,129.0613967723
35.1945345001,129.0803416676
35.1948108552,129.0807575351
35.1916035796,129.0943742318
35.1744209332,129.0937447212
35.1765327629,129.0910710486
35.1864432783,129.1013810694
35.1733425687,129.0931061916
35.1920367753,129.0676602033
35.1920644193,129.0678355579
35.1889096959,129.08561458
35.1937204744,129.0689325089
35.1919478108,129.0669437453
35.1894302026,129.0832227761
35.1896951132,129.0822397206
35.1885940971,129.0819821982
35.1978529131,129.0800004577
35.1982422339,129.0796897071
35.1813267308,129.0762207836
35.1822333815,129.0763470276
35.1827521883,129.0722017281
35.1825887792,129.0714451509
35.1957209589,129.0786053349
35.183353422,129.1077618527
35.1837253978,129.1084563884
35.194935805,129.0772339365
35.1956932099,129.0770825162
35.1968901982,129.0778446993
35.1972884484,129.0809484195
35.1868031962,129.0959594387
35.1861771237,129.0960503793
35.180122238,129.0681919287
35.1877619377,129.0702873404
35.1873387302,129.0706154611
35.1839049549,129.0778690828
35.1835829235,129.0781974207
35.1789292719,129.0867840555
35.1879052039,129.0897883778
35.1830031912,129.0815451578
35.1859163593,129.0762760934
35.1970604879,129.0780615769
35.1888914722,129.0723978257
35.1811166518,129.0663613925
35.1808203816,129.0662592769
35.1850522402,129.0812461756
35.1909917928,129.0903960068
35.1907908365,129.0905159997
35.1866005442,129.0793827215
35.1766936259,129.0670560059
35.1783474219,129.0672676846
35.1780739559,129.0675717007
35.1932184694,129.0661027693
35.1937219858,129.067324952
35.1799051183,129.0866959551
35.1769390536,129.0819955775
35.1776102246,129.0848031437
35.17725354,129.0839869982
35.1773625664,129.0839301844
35.177241477,129.0835621545
35.1796972891,129.079285738
35.1829071763,129.0795706965
35.1836152234,129.0811801067
35.1838018773,129.0802138881
35.1841885048,129.0794986347
35.1847579334,129.0791530039
35.1897921696,129.1007558922
35.1897217793,129.1080294503
35.1912004981,129.091476047
35.186815033,129.0850404023
35.1785170605,129.1110554341
35.1951737991,129.0809538591
35.1943486422,129.0741999489
35.1820990879,129.0651575836
35.1753786976,129.0945564374
35.1733471835,129.0934543284
35.1729331321,129.0929105454
35.172563082,129.0932827663
35.1832314922,129.1008355939
35.1825343047,129.1018668655
35.182172122,129.1022619002
35.1819979088,129.1037623564
35.1786543868,129.0801248284
35.1789706442,129.080683546
35.1791295201,129.0810923856
35.177822022,129.0795039038
35.1926051001,129.0662689147
35.1886447433,129.0700113828
35.188922927,129.0688043634
35.1893413782,129.0699773554
35.1885606295,129.0702980573
35.1844836056,129.0726950781
35.1846268736,129.0739167912
35.3302181,129.253837
35.33362207,129.254961
35.33214454,129.255694
35.3291894,129.256313
35.33173307,129.249321
35.32849736,129.265896
35.31688368,129.197261
35.218704,129.226606
35.218278,129.226332
35.319783,129.173131
35.30043,129.168277
35.330964,129.161714
35.273137,129.24721
35.273385,129.245251
35.271487,129.243634
35.352051,129.278253
35.352803,129.278036
35.224372,129.230685
35.223728,129.230769
35.222946,129.230826
35.195323,129.224171
35.236724,129.212118
35.233289,129.214849
35.235911,129.215313
35.331071,129.263804
35.236525,129.210921
35.322597,129.190924
35.323684,129.190545
35.265742,129.164833
35.328253,129.25684
35.327614,129.2564
35.332418,129.24893
35.332791,129.262532
35.23904,129.215263
35.239245,129.215271
35.239901,129.215464
35.240472,129.215367
35.233562,129.218409
35.253128,129.213943
35.255324,129.213081
35.248147,129.215743
35.248655,129.214969
35.248152,129.214888
35.249053,129.214771
35.248189,129.214256
35.237423,129.212505
35.238235,129.21251
35.238644,129.21255
35.239367,129.212564
35.332791,129.263229
35.332581,129.262939
35.351799,129.25514
35.238464,129.243037
35.236657,129.242944
35.261241,129.233296
35.259512,129.23345
35.259115,129.244563
35.260042,129.23272
35.258692,129.233934
35.257918,129.245032
35.261769,129.233193
35.265141,129.237166
35.321565,129.226983
35.324745,129.207909
35.325161,129.205898
35.324475,129.203051
35.323744,129.20163
35.329393,129.172931
35.329049,129.173276
35.332466,129.169878
35.330376,129.17064
35.336382,129.17168
35.341571,129.178421
35.338023,129.1628
35.339303,129.162764
35.246645,129.215048
35.246619,129.215481
35.239437,129.246846
35.239925,129.248037
35.258273,129.244681
35.323467,129.200721
35.239853,129.21263
35.246368,129.2153
35.246615,129.215542
35.241895,129.226416
35.245569,129.235262
35.244563,129.241405
35.244168,129.242989
35.243528,129.243646
35.24251,129.244249
35.241247,129.247994
35.240841,129.248292
35.238424,129.24449
35.238472,129.243618
35.243611,129.210379
35.242581,129.210446
35.241776,129.209916
35.241352,129.21002
35.241136,129.210383
35.240325,129.210363
35.240797,129.210392
35.238411,129.210238
35.237935,129.210024
35.236929,129.210308
35.23649,129.210362
35.241236,129.214019
35.235875,129.210634
35.234969,129.211902
35.236281,129.215688
35.239472,129.217114
35.236241,129.215116
35.235795,129.213977
35.24556,129.213734
35.235913,129.213202
35.252421,129.214363
35.255201,129.218617
35.255378,129.218617
35.255956,129.219698
35.254564,129.220371
35.253906,129.219893
35.253694,129.220147
35.251704,129.219633
35.250172,129.219272
35.248761,129.218954
35.247057,129.218705
35.246413,129.218625
35.245487,129.218549
35.244503,129.218683
35.244481,129.213031
35.245225,129.212194
35.245249,129.21164
35.245252,129.211154
35.246833,129.209741
35.246503,129.210579
35.247523,129.211433
35.24748,129.212208
35.246807,129.215351
35.246859,129.213015
35.246611,129.212805
35.242995,129.210295
35.243098,129.209537
35.243126,129.209319
35.243136,129.20923
35.241848,129.216605
35.240777,129.216546
35.240081,129.216522
35.239668,129.216477
35.238329,129.215911
35.238378,129.214836
35.238962,129.213806
35.238838,129.212546
35.239011,129.212277
35.238562,129.210834
35.240225,129.209178
35.240197,129.209795
35.240236,129.209208
35.24261,129.206783
35.242659,129.206791
35.243267,129.208442
35.242872,129.207841
35.241873,129.208977
35.241541,129.208242
35.240882,129.208932
35.241108,129.207729
35.241762,129.207553
35.25624,129.215808
35.255104,129.218148
35.254262,129.216505
35.254364,129.218241
35.254352,129.218628
35.254308,129.220148
35.253195,129.218724
35.253017,129.218728
35.252795,129.216295
35.252769,129.216904
35.25312,129.21857
35.253099,129.218826
35.253519,129.21991
35.253069,129.219522
35.253543,129.218623
35.234145,129.21747
35.235456,129.220388
35.23728,129.221507
35.237785,129.221828
35.238316,129.222148
35.238573,129.22301
35.237856,129.222727
35.236261,129.220357
35.235398,129.215352
35.236689,129.216386
35.238212,129.217657
35.238492,129.217988
35.239044,129.218922
35.238714,129.219038
35.23812,129.218555
35.252089,129.20743
35.251562,129.208458
35.250714,129.209453
35.250378,129.210005
35.250297,129.210061
35.250014,129.210353
35.245603,129.209195
35.235993,129.213689
35.235688,129.214172
35.240817,129.214416
35.240161,129.214354
35.240011,129.214031
35.239681,129.214099
35.239076,129.214361
35.239085,129.214358
35.333545,129.170414
35.246661,129.214747
35.323028,129.196635
35.322154,129.195821
35.321841,129.195542
35.322019,129.192382
35.324177,129.195437
35.321107,129.19129
35.320528,129.189875
35.321732,129.187639
35.321916,129.187147
35.321886,129.186193
35.321893,129.185421
35.321906,129.185207
35.322169,129.186155
35.322274,129.185328
35.322927,129.185792
35.330959,129.162376
35.330949,129.159643
35.336825,129.168162
35.338501,129.167018
35.329257,129.171751
35.330276,129.170022
35.329599,129.168496
35.369956,129.245558
35.223707,129.230778
35.334694,129.169015
35.334295,129.167458
35.294807,129.169821
35.316825,129.25859
35.244647,129.216697
35.308944,129.259369
35.308644,129.259036
35.304169,129.257668
35.352608,129.255205
35.242536,129.216644
35.225556,129.226041
35.191034,129.207364
35.241123,129.216852
35.241294,129.216611
35.311502,129.118544
35.312785,129.261079
35.328515,129.16851
35.25642,129.219696
35.256578,129.219924
35.347227,129.188164
35.302198,129.258331
35.301948,129.25843
35.327836,129.287786
35.328388,129.282561
35.328344,129.282846
35.336199,129.275673
35.245304,129.216749
35.302016,129.259443
35.291281,129.205709
35.355981,129.146962
35.308439,129.112154
35.326004,129.189324
35.316692,129.11578
35.316036,129.115926
35.278564,129.138644
35.320251,129.116267
35.26298,129.138591
35.267114,129.22452
35.300063,129.258047
35.242815,129.244817
35.255781,129.21725
35.199266,129.209755
35.252829,129.218712
35.252608,129.218699
35.31243,129.235565
35.312973,129.236232
35.312746,129.235747
35.31336,129.235188
35.211746,129.203971
35.211195,129.204157
35.315469,129.182495
35.315451,129.181966
35.315215,129.182202
35.28809,129.166066
35.279966,129.232442
35.282091,129.228019
35.32557818,129.166385
35.32546,129.166213
35.32028,129.175058
35.35120537,129.194756
35.36011925,129.277223
35.36111436,129.276617
35.27398433,129.16715
35.27772844,129.140666
35.25338093,129.183693
35.25376,129.184643
35.33173307,129.254044
35.33266822,129.254663
35.30906644,129.243657
35.27508233,129.182281
35.2747813,129.18184
35.26370364,129.220103
35.36787824,129.246769
35.33410834,129.251705
35.33425796,129.25276
35.3331358,129.253493
35.33201362,129.252806
35.33066698,129.252668
35.08243662,128.8786462
35.14252733,128.9464663
35.18300291,128.9551769
35.18516221,128.9551554
35.09868172,128.9118634
35.19215148,128.9083299
35.18359262,128.9545439
35.18415162,128.9539592
35.18487723,128.9554397
35.19854591,128.9430395
35.19858098,128.9442089
35.17187158,128.9002596
35.08665,128.89754
35.18442784,128.9559225
35.08232907,128.8785456
35.1083376,129.036964
35.1062361,129.0356419
35.1060525,129.0377302
35.110198,129.0364545
35.1089206,129.0356211
35.1034718,129.0318118
35.1050203,129.0323425
35.108312,129.0336412
35.1089526,129.0342021
35.1102429,129.0346803
35.1105795,129.0350597
35.1114816,129.0347662
35.1113224,129.0349386
35.1108155,129.0348641
35.1109328,129.0343292
35.1109169,129.0339703
35.1109488,129.0336175
35.1109562,129.03317
35.1111974,129.0326893
35.1125191,129.034029
35.1129705,129.0339491
35.1140774,129.0338403
35.1135216,129.0335853
35.1129589,129.0335201
35.1132219,129.0319459
35.1125434,129.0331868
35.1129273,129.0319547
35.1129457,129.0307215
35.1127545,129.029462
35.1120187,129.0303445
35.1111316,129.0296236
35.110913,129.0304183
35.1097991,129.029858
35.109875,129.0289891
35.1119009,129.0284069
35.1121717,129.0281481
35.1141873,129.0286639
35.114429,129.028759
35.1098437,129.0242716
35.1099949,129.0259978
35.1113046,129.0264333
35.1122218,129.0267937
35.1122036,129.0263504
35.1140095,129.0282227
35.1131821,129.0271966
35.1120337,129.0268805
35.111545,129.0272243
35.1107223,129.0275112
35.1091186,129.0290059
35.1081441,129.0286974
35.1136974,129.0149055
35.1075943,129.0247371
35.1057903,129.0260682
35.1056134,129.0253563
35.1064007,129.0243472
35.1073469,129.0242504
35.1083545,129.0236521
35.1085112,129.0226054
35.1089477,129.0219461
35.1049415,129.0253961
35.10369,129.0248046
35.1038055,129.0246854
35.1048418,129.0232275
35.1062428,129.0224498
35.106845,129.0218003
35.1069956,129.0212603
35.1058469,129.0206602
35.1053404,129.0204312
35.105596,129.0209148
35.1045143,129.0208092
35.104377,129.021584
35.1041193,129.02147
35.1040629,129.0215252
35.1040497,129.0220263
35.1040565,129.0222886
35.103931,129.0224197
35.1039489,129.0220198
35.1037382,129.0215642
35.1036458,129.0239138
35.1059535,129.0292633
35.1049527,129.0282229
35.1035974,129.0268995
35.1033473,129.0274832
35.1032341,129.0275454
35.1036241,129.030231
35.1034206,129.0295648
35.1012911,129.0298622
35.1020207,129.0293519
35.1020913,129.0273094
35.1027624,129.0218238
35.1028343,129.0218455
35.1025623,129.0193709
35.102517,129.0199309
35.1025081,129.020024
35.1027663,129.0215759
35.1027383,129.0218981
35.1025616,129.0215844
35.1022805,129.0217827
35.102431,129.0217889
35.1022401,129.0215529
35.1022147,129.0217829
35.1020158,129.0217486
35.1018248,129.0217342
35.1019965,129.021359
35.101879,129.0208651
35.1018885,129.0203848
35.0994218,129.0352967
36.6604623,127.4886977
35.1107143,129.0373134
35.10493,129.01696
35.10827,129.00955
35.08154,129.01901
35.10911,129.01454
35.10803,129.01766
35.12855,129.00684
35.267721,129.231419
35.32476968,129.1666709
35.258755,129.220235
35.326585,129.2397923
35.35045666,129.255337
35.318521,129.2625351
35.327997,129.178501
35.321459,129.182893
35.33367278,129.2806008
35.34160226,129.269746
35.36544542,129.2483699
35.18003,129.2007
35.16157,129.18459
35.1731,129.16758
35.22656,129.16313
35.17182,129.17899
35.18197,129.20033
35.0,129.12451
35.17928,129.19781
35.19931,129.12244
35.19082,129.11941
35.18462,129.12573
3519649.0,129.12451
35.32034011,129.2120731
35.32393666,129.1717975
35.31428698,129.1796979
35.355569,129.251509
35.35442793,129.251976
35.25178306,129.2160406
35.2345865,129.2138024
35.226797,129.230485
35.25061581,129.1799217
35.19815816,129.2249007
35.215382,129.2247156
35.32471012,129.2022805
35.331326,129.2299758
0.0,0.0
